Resource ID,Service Name,Usage Quantity,Usage Unit,Region / Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
resource_595,Cloud Armor,230,Requests,us-central1,59.73,39.09,7.75492E+11,7.75805E+11,2023-02-25 23:00:00,2023-02-28 08:00:00,7.7176,1775.048,1775,147325
resource_506,Cloud CDN,936,Requests,us-west1,64.8,52.25,2.0674E+11,2.07063E+11,2023-02-26 00:00:00,2023-02-28 19:00:00,7.6815,7189.884,7190,596770
resource_737,Cloud Memorystore,46.1279,GB,us-east1,73.68,3.41,4.22326E+11,4.23165E+11,2023-02-26 00:00:00,2023-02-28 08:00:00,3.808,175.6550432,176,14608
resource_194,Cloud Memorystore,33.9589,GB,us-east1,37.03,27.33,6.62678E+11,6.633E+11,2023-02-26 00:00:00,2023-02-27 07:00:00,8.8887,301.8504744,302,25066
resource_47,Cloud Memorystore,92.4579,GB,asia-south1,7.04,78.96,1.14088E+11,1.15051E+11,2023-02-26 01:00:00,2023-03-03 18:00:00,8.1197,750.7304106,751,62333
resource_259,App Engine,318,Hours,us-west1,36.56,70.49,2.47525E+11,2.47888E+11,2023-02-26 01:00:00,2023-03-11 07:00:00,5.7269,1821.1542,1821,151143
resource_57,Cloud Build,424,Requests,us-east1,33.92,78.77,49348642312,49808647940,2023-02-26 01:00:00,2023-03-01 21:00:00,1.1763,498.7512,499,41417
resource_276,Secret Manager,54,Requests,asia-east1,9.81,93.42,5.85436E+11,5.85872E+11,2023-02-26 01:00:00,2023-02-27 16:00:00,9.927,536.058,536,44488
resource_185,Cloud Spanner,241,Hours,us-west1,44.1,55.05,3.17518E+11,3.17594E+11,2023-02-26 02:00:00,2023-03-08 03:00:00,2.7495,662.6295,663,55029
resource_902,Artifact Registry,44.1134,GB,us-central1,63.54,40.4,6.33701E+11,6.34497E+11,2023-02-26 02:00:00,2023-03-09 05:00:00,4.7244,208.409347,208,17264
resource_620,Cloud Run,401,Requests,us-east1,85.06,75.13,2.46364E+11,2.47095E+11,2023-02-26 02:00:00,2023-03-08 06:00:00,7.8654,3154.0254,3154,261782
resource_518,Secret Manager,590,Requests,us-central1,96.62,54.2,9.9691E+11,9.97708E+11,2023-02-26 02:00:00,2023-03-13 11:00:00,8.3185,4907.915,4908,407364
resource_934,Cloud Pub/Sub,122,Requests,us-west1,57.99,21.17,3.64512E+11,3.654E+11,2023-02-26 02:00:00,2023-02-26 18:00:00,1.4409,175.7898,176,14608
resource_344,Cloud Run,810,Requests,europe-west1,29.61,74.22,1.52024E+11,1.52153E+11,2023-02-26 03:00:00,2023-03-12 00:00:00,4.2169,3415.689,3416,283528
resource_252,Cloud Storage,99.726,GB,asia-south1,27.7,44.48,9.15246E+11,9.15282E+11,2023-02-26 03:00:00,2023-03-24 05:00:00,9.1621,913.6995846,914,75862
resource_914,Cloud Run,794,Requests,asia-south1,88.4,61.09,4.02176E+11,4.02708E+11,2023-02-26 03:00:00,2023-02-28 04:00:00,4.1398,3287.0012,3287,272821
resource_295,Cloud Memorystore,52.4058,GB,asia-east1,15.13,75.9,7.8964E+11,7.89943E+11,2023-02-26 03:00:00,2023-02-28 05:00:00,4.0568,212.5998494,213,17679
resource_51,Cloud Armor,311,Requests,europe-west1,23.34,89.96,8.01021E+11,8.0163E+11,2023-02-26 03:00:00,2023-02-28 23:00:00,7.0683,2198.2413,2198,182434
resource_627,Cloud Pub/Sub,263,Requests,us-east1,29.09,85.86,2.2172E+11,2.22396E+11,2023-02-26 04:00:00,2023-02-28 03:00:00,3.0069,790.8147,791,65653
resource_209,Cloud Monitoring,75.8978,GB,asia-south1,99.57,21.64,8.99924E+11,9.00608E+11,2023-02-26 04:00:00,2023-02-27 16:00:00,9.7645,741.1040681,741,61503
resource_105,Cloud CDN,552,Requests,europe-west1,85.87,41.92,5.48441E+11,5.49022E+11,2023-02-26 04:00:00,2023-03-01 07:00:00,8.4106,4642.6512,4643,385369
resource_463,Cloud Monitoring,18.6609,GB,europe-west1,64.19,55.98,6.35057E+11,6.35477E+11,2023-02-26 04:00:00,2023-03-01 03:00:00,5.12,95.543808,96,7968
resource_778,Cloud Filestore,50.4887,GB,us-west1,23.72,43.55,4.31933E+11,4.32296E+11,2023-02-26 04:00:00,2023-02-28 23:00:00,9.2238,465.6976711,466,38678
resource_466,Cloud Logging,36.9134,GB,asia-south1,45.65,49.83,7.76829E+11,7.77281E+11,2023-02-26 05:00:00,2023-02-27 01:00:00,5.2364,193.2933278,193,16019
resource_24,Cloud Storage,77.7466,GB,us-east1,19.25,17.42,80713721003,81470167198,2023-02-26 05:00:00,2023-02-26 16:00:00,1.9975,155.2988335,155,12865
resource_872,App Engine,31,Hours,us-central1,43.11,15.17,9.8027E+11,9.80765E+11,2023-02-26 05:00:00,2023-02-27 12:00:00,1.0849,33.6319,34,2822
resource_76,Artifact Registry,47.7624,GB,us-west1,16.15,22.62,4.002E+11,4.01178E+11,2023-02-26 05:00:00,2023-02-28 03:00:00,8.7393,417.4099423,417,34611
resource_286,Cloud Scheduler,963,Requests,asia-south1,10.26,39.53,5.2509E+11,5.2517E+11,2023-02-26 05:00:00,2023-02-27 16:00:00,3.3393,3215.7459,3216,266928
resource_495,Cloud Tasks,995,Requests,us-central1,42.47,39.99,9.09383E+11,9.10014E+11,2023-02-26 05:00:00,2023-02-27 11:00:00,2.3886,2376.657,2377,197291
resource_453,Cloud Run,927,Requests,asia-east1,62.41,4.86,8.50294E+11,8.50797E+11,2023-02-26 05:00:00,2023-03-05 02:00:00,4.1194,3818.6838,3819,316977
resource_69,Cloud SQL,70,Hours,asia-south1,76.7,56.76,5.65962E+11,5.66207E+11,2023-02-26 06:00:00,2023-03-01 04:00:00,4.1065,287.455,287,23821
resource_630,Compute Engine,6,Hours,us-central1,9.92,12.14,5.86261E+11,5.8691E+11,2023-02-26 06:00:00,2023-02-26 12:00:00,4.9318,29.5908,30,2490
resource_646,Cloud Logging,34.9773,GB,europe-west1,76.49,9.77,4.62558E+11,4.63544E+11,2023-02-26 06:00:00,2023-03-01 00:00:00,7.8554,274.7606824,275,22825
resource_300,Cloud Armor,108,Requests,asia-east1,33.5,73.82,8.19685E+11,8.20272E+11,2023-02-26 06:00:00,2023-03-04 03:00:00,8.3118,897.6744,898,74534
resource_863,Cloud Scheduler,527,Requests,us-west1,83.78,47.1,59273797905,60124583685,2023-02-26 06:00:00,2023-02-28 01:00:00,8.1233,4280.9791,4281,355323
resource_907,Cloud Spanner,44,Hours,us-west1,48.04,79.57,8.25108E+11,8.25565E+11,2023-02-26 07:00:00,2023-02-28 03:00:00,2.1979,96.7076,97,8051
resource_4,Cloud Dataflow,62,Hours,asia-south1,51.05,22.2,5.01381E+11,5.02258E+11,2023-02-26 07:00:00,2023-02-28 21:00:00,5.5831,346.1522,346,28718
resource_146,Cloud Tasks,933,Requests,us-east1,89.13,14.5,5.21559E+11,5.21867E+11,2023-02-26 07:00:00,2023-03-05 03:00:00,9.5327,8894.0091,8894,738202
resource_678,BigQuery,107,Requests,us-central1,28.38,25.88,1.76984E+11,1.7753E+11,2023-02-26 07:00:00,2023-03-01 01:00:00,8.335,891.845,892,74036
resource_375,Cloud Storage,26.0714,GB,asia-east1,78.42,66.6,5.68384E+11,5.68911E+11,2023-02-26 07:00:00,2023-03-01 17:00:00,2.9191,76.10502374,76,6308
resource_370,Dialogflow,273,Requests,europe-west1,41.43,13.86,1.56987E+11,1.57606E+11,2023-02-26 07:00:00,2023-03-10 00:00:00,4.1372,1129.4556,1129,93707
resource_488,Cloud Filestore,58.4221,GB,asia-east1,34.8,10.25,2.74562E+11,2.7461E+11,2023-02-26 07:00:00,2023-02-27 11:00:00,6.4468,376.6355943,377,31291
resource_773,Dialogflow,353,Requests,us-central1,79.82,93.18,5.38001E+11,5.38106E+11,2023-02-26 07:00:00,2023-03-04 15:00:00,2.4639,869.7567,870,72210
resource_949,Cloud Filestore,34.7756,GB,us-east1,50.19,49.09,8.44992E+11,8.45635E+11,2023-02-26 08:00:00,2023-03-13 17:00:00,3.7484,130.352859,130,10790
resource_337,Cloud Scheduler,425,Requests,us-east1,89.6,37.68,5.8079E+11,5.81666E+11,2023-02-26 08:00:00,2023-02-28 14:00:00,0.1115,47.3875,47,3901
resource_467,Cloud Spanner,47,Hours,us-east1,12.49,35.51,2.83304E+11,2.83341E+11,2023-02-26 08:00:00,2023-02-28 07:00:00,9.5012,446.5564,447,37101
resource_271,App Engine,504,Hours,europe-west1,91.18,68.69,4.4678E+11,4.47687E+11,2023-02-26 08:00:00,2023-03-19 08:00:00,7.4365,3747.996,3748,311084
resource_16,Cloud Functions,492,Requests,asia-east1,26.23,39.56,2.43441E+11,2.44212E+11,2023-02-26 08:00:00,2023-03-03 23:00:00,6.0729,2987.8668,2988,248004
resource_764,Cloud Storage,62.2174,GB,us-central1,1.65,13.4,3.21029E+11,3.21306E+11,2023-02-26 08:00:00,2023-03-04 02:00:00,0.2742,17.06001108,17,1411
resource_858,Cloud Monitoring,38.0578,GB,asia-east1,5.67,21.15,2.03599E+11,2.04288E+11,2023-02-26 09:00:00,2023-02-28 09:00:00,8.4175,320.3515315,320,26560
resource_680,Cloud Pub/Sub,182,Requests,us-central1,33.58,99.54,3.84734E+11,3.85628E+11,2023-02-26 09:00:00,2023-03-01 15:00:00,3.7324,679.2968,679,56357
resource_986,Cloud Build,146,Requests,us-east1,89.61,64.11,6.91263E+11,6.91582E+11,2023-02-26 09:00:00,2023-03-04 17:00:00,6.6237,967.0602,967,80261
resource_25,Cloud SQL,84,Hours,us-east1,60.47,77.51,1.92457E+11,1.93356E+11,2023-02-26 09:00:00,2023-03-01 21:00:00,8.7743,737.0412,737,61171
resource_890,Cloud Filestore,23.1128,GB,europe-west1,81.47,93.44,2.88701E+11,2.88952E+11,2023-02-26 09:00:00,2023-03-02 01:00:00,8.1945,189.3978396,189,15687
resource_277,Cloud Logging,45.1795,GB,asia-south1,89.75,46.81,4.51938E+11,4.52785E+11,2023-02-26 09:00:00,2023-02-27 07:00:00,0.5351,24.17555045,24,1992
resource_215,Compute Engine,90,Hours,us-west1,71.2,42.09,1.31106E+11,1.31465E+11,2023-02-26 09:00:00,2023-03-02 03:00:00,2.5313,227.817,228,18924
resource_743,Cloud Tasks,173,Requests,us-west1,64.94,52.17,3.30306E+11,3.30815E+11,2023-02-26 10:00:00,2023-03-25 00:00:00,6.1752,1068.3096,1068,88644
resource_144,Cloud Dataflow,21,Hours,us-central1,0.1,16.29,5.75124E+11,5.75989E+11,2023-02-26 10:00:00,2023-02-27 07:00:00,0.949,19.929,20,1660
resource_691,Artifact Registry,95.9116,GB,asia-east1,55.04,55.07,1.46722E+11,1.47533E+11,2023-02-26 10:00:00,2023-02-27 18:00:00,0.6401,61.39301516,61,5063
resource_94,Cloud Build,317,Requests,us-east1,35.54,84.68,5.11247E+11,5.12183E+11,2023-02-26 10:00:00,2023-03-05 18:00:00,0.7742,245.4214,245,20335
resource_939,Cloud Armor,724,Requests,europe-west1,8.14,93.18,5.1372E+11,5.13829E+11,2023-02-26 10:00:00,2023-03-06 00:00:00,5.5038,3984.7512,3985,330755
resource_955,Artifact Registry,73.83,GB,asia-east1,77.41,86.58,1.80005E+11,1.80409E+11,2023-02-26 11:00:00,2023-03-01 03:00:00,8.3381,615.601923,616,51128
resource_901,Cloud Armor,211,Requests,us-east1,91.1,24.39,2.36346E+11,2.3648E+11,2023-02-26 11:00:00,2023-03-03 05:00:00,5.6337,1188.7107,1189,98687
resource_30,Cloud Dataflow,26,Hours,us-east1,81.69,47.08,6.04729E+11,6.05482E+11,2023-02-26 11:00:00,2023-02-27 13:00:00,1.2086,31.4236,31,2573
resource_784,Cloud Armor,567,Requests,us-west1,96.92,31.38,3.2587E+11,3.26801E+11,2023-02-26 11:00:00,2023-03-05 09:00:00,5.8319,3306.6873,3307,274481
resource_919,Cloud Dataflow,28,Hours,asia-south1,37.94,25.21,4.61449E+11,4.6215E+11,2023-02-26 11:00:00,2023-02-27 15:00:00,8.9347,250.1716,250,20750
resource_642,Cloud CDN,234,Requests,europe-west1,23.31,43.18,66791292426,67401951966,2023-02-26 11:00:00,2023-02-27 18:00:00,8.6601,2026.4634,2026,168158
resource_274,Cloud Dataproc,57,Hours,us-central1,46.01,90.45,9.68844E+11,9.69649E+11,2023-02-26 12:00:00,2023-02-28 21:00:00,4.8277,275.1789,275,22825
resource_630,Compute Engine,140,Hours,us-central1,34.81,57.39,3.68651E+11,3.68835E+11,2023-02-26 12:00:00,2023-03-04 08:00:00,8.1438,1140.132,1140,94620
resource_727,Cloud Memorystore,16.2449,GB,us-central1,70.83,62.33,6.31856E+11,6.32167E+11,2023-02-26 12:00:00,2023-03-06 01:00:00,2.7241,44.25273209,44,3652
resource_779,Cloud Scheduler,358,Requests,us-west1,17.05,37.91,7.38107E+11,7.38779E+11,2023-02-26 12:00:00,2023-03-01 21:00:00,4.3827,1569.0066,1569,130227
resource_563,Cloud CDN,521,Requests,asia-south1,33.77,56.88,8.24634E+11,8.25576E+11,2023-02-26 13:00:00,2023-02-28 05:00:00,8.8779,4625.3859,4625,383875
resource_600,BigQuery,181,Requests,asia-south1,17.22,55.7,9.28795E+11,9.29096E+11,2023-02-26 13:00:00,2023-02-28 20:00:00,9.0761,1642.7741,1643,136369
resource_263,Cloud Spanner,67,Hours,us-west1,94.06,99.29,95652890765,96282725335,2023-02-26 13:00:00,2023-03-01 08:00:00,1.6155,108.2385,108,8964
resource_505,Cloud Tasks,237,Requests,europe-west1,44.01,14.14,1.05545E+11,1.05635E+11,2023-02-26 13:00:00,2023-02-26 14:00:00,6.4431,1527.0147,1527,126741
resource_308,Cloud Storage,32.5887,GB,us-west1,65.73,86.1,8.09775E+11,8.09977E+11,2023-02-26 14:00:00,2023-03-04 09:00:00,1.2431,40.51101297,41,3403
resource_319,Cloud Pub/Sub,269,Requests,us-east1,7.43,46.45,7.377E+11,7.38558E+11,2023-02-26 14:00:00,2023-03-07 02:00:00,8.8645,2384.5505,2385,197955
resource_78,Artifact Registry,86.4392,GB,asia-east1,69.71,72.73,40567820810,41228100336,2023-02-26 14:00:00,2023-03-07 22:00:00,1.5947,137.8445922,138,11454
resource_668,Cloud Scheduler,656,Requests,asia-south1,71.87,31.61,4.98114E+11,4.9836E+11,2023-02-26 14:00:00,2023-02-27 17:00:00,6.5407,4290.6992,4291,356153
resource_505,Cloud Tasks,16,Requests,europe-west1,89.78,32.42,7.41739E+11,7.42315E+11,2023-02-26 14:00:00,2023-03-02 01:00:00,5.7428,91.8848,92,7636
resource_486,Compute Engine,34,Hours,us-east1,71.95,71.68,9.33974E+11,9.34239E+11,2023-02-26 14:00:00,2023-02-28 00:00:00,4.7767,162.4078,162,13446
resource_926,Cloud Tasks,167,Requests,us-east1,34.09,63.79,2.37127E+11,2.37891E+11,2023-02-26 14:00:00,2023-02-28 07:00:00,8.8682,1480.9894,1481,122923
resource_100,Cloud Filestore,89.1562,GB,asia-south1,35.71,13.77,5.17439E+11,5.17634E+11,2023-02-26 14:00:00,2023-02-27 02:00:00,4.7066,419.6225709,420,34860
resource_959,Dialogflow,634,Requests,us-west1,50.74,60.16,6909480635,7272604518,2023-02-26 15:00:00,2023-02-26 21:00:00,6.2126,3938.7884,3939,326937
resource_456,Cloud Functions,142,Requests,us-central1,16.08,8.54,8.90607E+11,8.91388E+11,2023-02-26 15:00:00,2023-03-01 20:00:00,5.8018,823.8556,824,68392
resource_867,Cloud Pub/Sub,33,Requests,asia-south1,99.69,1.7,85933864306,86842217626,2023-02-26 16:00:00,2023-02-27 16:00:00,8.3646,276.0318,276,22908
resource_732,Compute Engine,254,Hours,us-central1,87.44,45.92,4.42659E+11,4.42791E+11,2023-02-26 16:00:00,2023-03-09 06:00:00,2.4987,634.6698,635,52705
resource_384,Cloud Functions,754,Requests,europe-west1,19.55,94.05,1.0029E+11,1.00897E+11,2023-02-26 16:00:00,2023-03-01 09:00:00,8.918,6724.172,6724,558092
resource_349,Cloud Filestore,18.5744,GB,asia-south1,64.6,78.17,7.74737E+11,7.75153E+11,2023-02-26 16:00:00,2023-02-27 10:00:00,2.1004,39.01366976,39,3237
resource_138,Compute Engine,55,Hours,europe-west1,79.7,32.08,2.4332E+11,2.44203E+11,2023-02-26 16:00:00,2023-02-28 23:00:00,2.0169,110.9295,111,9213
resource_24,Cloud Storage,87.171,GB,us-east1,84.97,4.93,44389058719,44891526879,2023-02-26 16:00:00,2023-03-04 17:00:00,9.9218,864.8932278,865,71795
resource_166,Cloud Storage,71.0837,GB,us-central1,53.85,11.93,5.27257E+11,5.277E+11,2023-02-26 16:00:00,2023-02-27 02:00:00,9.2067,654.4463008,654,54282
resource_884,BigQuery,669,Requests,us-central1,32.51,58.1,8.27016E+11,8.27059E+11,2023-02-26 16:00:00,2023-02-28 21:00:00,4.1311,2763.7059,2764,229412
resource_713,Cloud SQL,47,Hours,us-central1,8.83,89.89,88166854038,88392449386,2023-02-26 17:00:00,2023-02-28 16:00:00,2.6257,123.4079,123,10209
resource_851,Cloud Functions,983,Requests,asia-east1,26,69.67,25466697955,25656099107,2023-02-26 17:00:00,2023-03-16 22:00:00,2.1787,2141.6621,2142,177786
resource_127,Cloud SQL,96,Hours,us-central1,18.45,86.45,14676503496,15305509270,2023-02-26 17:00:00,2023-03-02 17:00:00,0.4163,39.9648,40,3320
resource_541,Cloud Logging,75.9003,GB,us-central1,57.37,39.56,3.53687E+11,3.54682E+11,2023-02-26 17:00:00,2023-03-05 05:00:00,0.2122,16.10604366,16,1328
resource_976,Cloud Spanner,277,Hours,europe-west1,34.16,48.16,1.69501E+11,1.69839E+11,2023-02-26 17:00:00,2023-03-10 06:00:00,8.4736,2347.1872,2347,194801
resource_251,Cloud Storage,34.5345,GB,asia-east1,17.07,55.71,1.17241E+11,1.18144E+11,2023-02-26 18:00:00,2023-02-27 08:00:00,5.4881,189.5287895,190,15770
resource_934,Cloud Pub/Sub,902,Requests,us-west1,92.03,98.24,3.40736E+11,3.41113E+11,2023-02-26 18:00:00,2023-03-03 08:00:00,9.6291,8685.4482,8685,720855
resource_395,Cloud Functions,71,Requests,us-central1,26.53,66.65,55462869143,55874009928,2023-02-26 18:00:00,2023-03-03 02:00:00,1.756,124.676,125,10375
resource_435,Cloud Pub/Sub,718,Requests,asia-east1,80.65,15.85,2.62485E+11,2.62564E+11,2023-02-26 18:00:00,2023-02-27 08:00:00,6.2674,4499.9932,4500,373500
resource_110,Cloud Pub/Sub,42,Requests,asia-east1,21.79,48.02,8.68897E+11,8.69196E+11,2023-02-26 18:00:00,2023-02-26 21:00:00,2.2092,92.7864,93,7719
resource_500,Cloud Pub/Sub,378,Requests,asia-south1,2.46,23.9,5.01736E+11,5.0211E+11,2023-02-26 19:00:00,2023-03-10 10:00:00,2.4268,917.3304,917,76111
resource_234,Dialogflow,201,Requests,us-west1,97.95,10.95,8.3645E+11,8.37188E+11,2023-02-26 19:00:00,2023-03-13 06:00:00,8.9971,1808.4171,1808,150064
resource_58,Cloud Run,69,Requests,us-east1,41.55,23.03,8.48636E+11,8.48654E+11,2023-02-26 20:00:00,2023-03-08 17:00:00,2.4629,169.9401,170,14110
resource_945,Cloud Dataproc,144,Hours,us-east1,76.06,58.07,2.60646E+11,2.61471E+11,2023-02-26 20:00:00,2023-03-04 20:00:00,7.7984,1122.9696,1123,93209
resource_537,Secret Manager,691,Requests,us-central1,92.38,30.02,6.11155E+11,6.11365E+11,2023-02-26 20:00:00,2023-03-09 16:00:00,6.885,4757.535,4758,394914
resource_996,Cloud Monitoring,50.355,GB,asia-east1,87.04,10.9,76059550187,76134664529,2023-02-26 20:00:00,2023-03-13 01:00:00,2.8784,144.941832,145,12035
resource_320,Cloud Filestore,66.9951,GB,us-central1,77.17,27.61,4.04556E+11,4.04846E+11,2023-02-26 20:00:00,2023-03-03 11:00:00,2.8033,187.8073638,188,15604
resource_481,Cloud Pub/Sub,757,Requests,europe-west1,48.56,61.45,67849042500,67902874647,2023-02-26 20:00:00,2023-02-28 15:00:00,2.4495,1854.2715,1854,153882
resource_766,Cloud Armor,416,Requests,us-west1,84.43,54.75,5.73572E+11,5.73949E+11,2023-02-26 20:00:00,2023-03-08 03:00:00,2.3576,980.7616,981,81423
resource_53,Cloud CDN,720,Requests,asia-south1,44.86,96.74,6.83369E+11,6.83923E+11,2023-02-26 21:00:00,2023-03-01 00:00:00,8.885,6397.2,6397,530951
resource_959,Dialogflow,874,Requests,us-west1,58.86,74.12,5.97523E+11,5.9767E+11,2023-02-26 21:00:00,2023-03-19 09:00:00,4.2151,3683.9974,3684,305772
resource_110,Cloud Pub/Sub,197,Requests,asia-east1,86.34,87.52,8.88118E+11,8.88707E+11,2023-02-26 21:00:00,2023-02-27 20:00:00,5.7433,1131.4301,1131,93873
resource_182,Cloud Scheduler,877,Requests,asia-east1,26.85,55.6,9.82435E+11,9.82831E+11,2023-02-26 21:00:00,2023-02-27 13:00:00,0.6164,540.5828,541,44903
resource_460,Cloud Spanner,125,Hours,us-east1,87.75,90.23,6.8521E+11,6.8593E+11,2023-02-26 21:00:00,2023-03-04 02:00:00,0.6897,86.2125,86,7138
resource_821,Cloud Dataproc,422,Hours,asia-east1,50.29,63.78,6.98876E+11,6.99338E+11,2023-02-26 21:00:00,2023-03-16 11:00:00,1.5771,665.5362,666,55278
resource_292,BigQuery,152,Requests,europe-west1,75.32,7.25,5.31535E+11,5.32394E+11,2023-02-26 21:00:00,2023-03-30 11:00:00,1.9347,294.0744,294,24402
resource_656,Cloud CDN,647,Requests,us-west1,10.74,24.83,8.73358E+11,8.73581E+11,2023-02-26 22:00:00,2023-02-27 23:00:00,0.7636,494.0492,494,41002
resource_393,Cloud SQL,127,Hours,us-central1,65.08,47.31,7.59513E+11,7.59629E+11,2023-02-26 22:00:00,2023-03-04 05:00:00,4.0141,509.7907,510,42330
resource_747,Artifact Registry,63.8112,GB,us-west1,10.05,66.8,6.74163E+11,6.7467E+11,2023-02-26 22:00:00,2023-02-27 20:00:00,5.1729,330.0889565,330,27390
resource_647,Cloud SQL,89,Hours,asia-south1,34.65,0.21,5.37449E+11,5.37577E+11,2023-02-26 22:00:00,2023-03-02 15:00:00,2.9746,264.7394,265,21995
resource_392,Artifact Registry,87.874,GB,asia-east1,38.77,65.78,9.79467E+11,9.79689E+11,2023-02-26 22:00:00,2023-03-05 08:00:00,2.7017,237.4091858,237,19671
resource_125,Cloud Memorystore,81.4984,GB,us-east1,53.27,60,6.50464E+11,6.50889E+11,2023-02-26 22:00:00,2023-03-01 09:00:00,1.7578,143.2578875,143,11869
resource_828,Cloud Functions,464,Requests,asia-east1,97.8,67.73,6.16508E+11,6.16836E+11,2023-02-26 22:00:00,2023-02-28 09:00:00,3.5977,1669.3328,1669,138527
resource_966,Cloud Armor,615,Requests,us-east1,69.04,51.76,4.27055E+11,4.27679E+11,2023-02-26 22:00:00,2023-03-01 00:00:00,2.47,1519.05,1519,126077
resource_888,Cloud Memorystore,82.6641,GB,asia-east1,86.53,22.02,8.2318E+11,8.23749E+11,2023-02-26 22:00:00,2023-02-26 23:00:00,4.912,406.0460592,406,33698
resource_356,Dialogflow,284,Requests,us-west1,11.58,84.03,2.73329E+11,2.74276E+11,2023-02-26 23:00:00,2023-03-01 02:00:00,3.7322,1059.9448,1060,87980
resource_888,Cloud Memorystore,49.6695,GB,asia-east1,57.54,89.39,5.19209E+11,5.19361E+11,2023-02-26 23:00:00,2023-03-01 19:00:00,7.1925,357.2478788,357,29631
resource_137,Cloud SQL,17,Hours,asia-east1,49.08,47.8,89030798960,89075465294,2023-02-26 23:00:00,2023-02-27 16:00:00,5.2183,88.7111,89,7387
resource_538,Cloud Filestore,83.4602,GB,asia-east1,69.94,23.84,4.63819E+11,4.64365E+11,2023-02-26 23:00:00,2023-03-15 06:00:00,8.8528,738.8564586,739,61337
resource_550,Cloud Memorystore,63.8288,GB,europe-west1,22.48,76.3,8.38864E+11,8.38978E+11,2023-02-26 23:00:00,2023-02-27 22:00:00,3.7816,241.3749901,241,20003
resource_948,Cloud CDN,396,Requests,europe-west1,1.53,2,2.06306E+11,2.06525E+11,2023-02-26 23:00:00,2023-03-21 17:00:00,1.746,691.416,691,57353
resource_993,Cloud Memorystore,39.2255,GB,us-east1,95.36,82.14,4.88212E+11,4.89083E+11,2023-02-26 23:00:00,2023-03-02 09:00:00,4.1482,162.7152191,163,13529
resource_649,Dialogflow,753,Requests,us-central1,65.41,6.35,6.77413E+11,6.7826E+11,2023-02-26 23:00:00,2023-03-17 00:00:00,7.7756,5855.0268,5855,485965
resource_313,Dialogflow,405,Requests,us-east1,7.22,89.74,3.61398E+11,3.61486E+11,2023-02-26 23:00:00,2023-03-08 01:00:00,1.7517,709.4385,709,58847
resource_816,Cloud Memorystore,11.1007,GB,us-central1,79.42,94.59,8.8369E+11,8.84067E+11,2023-02-26 23:00:00,2023-03-04 12:00:00,2.2529,25.00876703,25,2075
resource_980,Cloud Scheduler,545,Requests,us-central1,49.71,46.43,2.06151E+11,2.06375E+11,2023-02-26 23:00:00,2023-03-12 12:00:00,5.8183,3170.9735,3171,263193
resource_546,Cloud Spanner,216,Hours,asia-south1,7.55,49.29,8.27789E+11,8.28462E+11,2023-02-27 00:00:00,2023-03-08 00:00:00,7.0288,1518.2208,1518,125994
resource_783,Cloud CDN,286,Requests,us-west1,46.1,73.16,7.49207E+11,7.50002E+11,2023-02-27 00:00:00,2023-04-03 11:00:00,2.245,642.07,642,53286
resource_159,Cloud Monitoring,99.7554,GB,asia-south1,66.97,77.77,4.44844E+11,4.44887E+11,2023-02-27 01:00:00,2023-03-15 18:00:00,2.9764,296.9119726,297,24651
resource_682,Cloud Filestore,60.4089,GB,asia-south1,68.07,72.26,5.78934E+11,5.79409E+11,2023-02-27 01:00:00,2023-03-06 11:00:00,1.6666,100.6774727,101,8383
resource_52,Compute Engine,174,Hours,us-central1,36.34,60.46,6.79111E+11,6.79948E+11,2023-02-27 01:00:00,2023-03-06 07:00:00,0.7266,126.4284,126,10458
resource_324,Cloud CDN,937,Requests,europe-west1,46.28,30.57,58828329295,59517089086,2023-02-27 01:00:00,2023-02-27 04:00:00,7.3719,6907.4703,6907,573281
resource_466,Cloud Logging,16.7824,GB,asia-south1,87.94,41.16,7878327456,8545218532,2023-02-27 01:00:00,2023-02-27 04:00:00,0.6295,10.5645208,11,913
resource_444,Cloud Spanner,95,Hours,asia-east1,97.82,97.05,4.72835E+11,4.73043E+11,2023-02-27 01:00:00,2023-03-03 00:00:00,6.8338,649.211,649,53867
resource_72,Cloud Dataproc,147,Hours,europe-west1,86.92,76.74,6.61293E+11,6.62172E+11,2023-02-27 01:00:00,2023-03-05 04:00:00,3.378,496.566,497,41251
resource_499,Cloud Logging,92.5134,GB,europe-west1,24.85,26.32,9.23758E+11,9.24421E+11,2023-02-27 01:00:00,2023-03-01 19:00:00,4.3039,398.1684223,398,33034
resource_705,Secret Manager,63,Requests,europe-west1,34.04,20.31,3.97435E+11,3.9777E+11,2023-02-27 01:00:00,2023-03-08 14:00:00,2.0789,130.9707,131,10873
resource_297,Cloud Tasks,271,Requests,europe-west1,15.39,44.41,9.6538E+11,9.65746E+11,2023-02-27 01:00:00,2023-03-01 22:00:00,9.9204,2688.4284,2688,223104
resource_365,BigQuery,194,Requests,us-central1,14.29,28.93,9.35554E+11,9.3588E+11,2023-02-27 01:00:00,2023-03-07 09:00:00,9.9868,1937.4392,1937,160771
resource_917,BigQuery,909,Requests,asia-east1,43.61,40.09,6.70635E+11,6.71263E+11,2023-02-27 01:00:00,2023-02-27 18:00:00,5.5612,5055.1308,5055,419565
